user_id,product_id,rating,timestamp
1,39,4,1704067200
1,57,5,1704070800
1,35,5,1704074400
1,60,5,1704078000
1,75,5,1704081600
1,99,2,1704085200
1,32,2,1704088800
1,83,4,1704092400
1,72,3,1704096000
1,63,4,1704099600
1,10,4,1704103200
1,36,4,1704106800
1,20,5,1704110400
1,3,5,1704114000
1,64,4,1704117600
1,76,5,1704121200
1,91,4,1704124800
1,78,5,1704128400
1,58,2,1704132000
1,12,5,1704135600
1,27,5,1704139200
1,15,4,1704142800
1,21,3,1704146400
1,7,4,1704150000
1,22,3,1704153600
1,24,3,1704157200
1,67,4,1704160800
1,77,4,1704164400
1,90,5,1704168000
1,37,5,1704171600
1,92,4,1704175200
1,71,4,1704178800
1,70,2,1704182400
1,18,5,1704186000
1,100,4,1704189600
1,54,5,1704193200
1,66,5,1704196800
1,40,4,1704200400
1,42,2,1704204000
1,94,5,1704207600
1,89,5,1704211200
1,4,3,1704214800
1,11,3,1704218400
1,51,5,1704222000
1,79,3,1704225600
1,49,5,1704229200
1,62,4,1704232800
1,13,2,1704236400
1,61,5,1704240000
1,25,4,1704243600
1,59,4,1704247200
1,69,2,1704250800
1,9,1,1704254400
2,70,4,1704258000
2,67,2,1704261600
2,56,4,1704265200
2,64,5,1704268800
2,31,3,1704272400
2,62,5,1704276000
2,43,3,1704279600
2,30,4,1704283200
2,23,2,1704286800
2,44,4,1704290400
2,16,5,1704294000
2,71,4,1704297600
2,58,5,1704301200
2,54,5,1704304800
2,83,5,1704308400
2,45,3,1704312000
2,34,4,1704315600
2,20,3,1704319200
2,29,5,1704322800
2,65,5,1704326400
2,12,4,1704330000
2,5,5,1704333600
2,53,4,1704337200
2,17,4,1704340800
2,73,2,1704344400
2,40,5,1704348000
2,51,2,1704351600
2,52,5,1704355200
2,6,5,1704358800
2,27,5,1704362400
2,1,1,1704366000
2,8,4,1704369600
2,57,3,1704373200
2,66,4,1704376800
2,90,2,1704380400
2,75,5,1704384000
3,27,2,1704387600
3,58,5,1704391200
3,73,2,1704394800
3,37,4,1704398400
3,57,5,1704402000
3,92,5,1704405600
3,81,4,1704409200
3,59,4,1704412800
3,50,4,1704416400
3,74,4,1704420000
3,9,4,1704423600
3,87,2,1704427200
3,48,5,1704430800
3,17,4,1704434400
3,94,3,1704438000
3,77,4,1704441600
3,29,4,1704445200
3,63,5,1704448800
3,39,5,1704452400
3,88,5,1704456000
3,5,1,1704459600
3,24,4,1704463200
3,19,4,1704466800
4,31,4,1704470400
4,57,5,1704474000
4,30,5,1704477600
4,47,3,1704481200
4,59,5,1704484800
4,25,5,1704488400
4,6,1,1704492000
4,62,3,1704495600
4,76,3,1704499200
4,77,2,1704502800
4,18,5,1704506400
4,80,4,1704510000
4,12,5,1704513600
4,16,4,1704517200
4,7,2,1704520800
4,27,4,1704524400
4,86,2,1704528000
4,95,4,1704531600
4,4,5,1704535200
4,14,4,1704538800
4,49,4,1704542400
4,72,3,1704546000
4,20,1,1704549600
4,88,2,1704553200
4,44,4,1704556800
4,51,2,1704560400
4,3,4,1704564000
4,67,4,1704567600
4,61,4,1704571200
4,35,3,1704574800
4,70,3,1704578400
4,54,5,1704582000
4,37,5,1704585600
4,84,4,1704589200
4,66,1,1704592800
4,46,5,1704596400
4,43,5,1704600000
4,97,4,1704603600
4,89,5,1704607200
4,94,3,1704610800
4,19,4,1704614400
4,24,4,1704618000
4,23,3,1704621600
4,93,5,1704625200
4,15,5,1704628800
4,96,4,1704632400
4,22,3,1704636000
4,8,2,1704639600
4,74,4,1704643200
4,83,5,1704646800
4,28,3,1704650400
4,75,4,1704654000
5,49,3,1704657600
5,71,5,1704661200
5,55,4,1704664800
5,90,2,1704668400
5,59,2,1704672000
5,92,4,1704675600
5,86,5,1704679200
5,35,5,1704682800
5,15,5,1704686400
5,78,4,1704690000
5,75,4,1704693600
5,73,2,1704697200
5,18,4,1704700800
5,62,4,1704704400
5,51,2,1704708000
5,33,3,1704711600
5,57,4,1704715200
5,83,5,1704718800
5,53,5,1704722400
5,81,5,1704726000
5,28,4,1704729600
5,45,4,1704733200
5,60,4,1704736800
5,7,5,1704740400
5,74,2,1704744000
5,32,4,1704747600
5,66,5,1704751200
6,29,4,1704754800
6,94,5,1704758400
6,89,5,1704762000
6,32,3,1704765600
6,33,1,1704769200
6,17,5,1704772800
6,88,4,1704776400
6,93,2,1704780000
6,23,5,1704783600
6,2,4,1704787200
6,73,5,1704790800
6,40,3,1704794400
6,76,4,1704798000
6,99,4,1704801600
6,45,5,1704805200
6,8,4,1704808800
6,12,4,1704812400
6,53,3,1704816000
6,66,5,1704819600
6,52,4,1704823200
6,84,2,1704826800
6,47,5,1704830400
6,11,3,1704834000
6,67,2,1704837600
6,68,5,1704841200
7,75,4,1704844800
7,34,3,1704848400
7,89,1,1704852000
7,70,4,1704855600
7,62,4,1704859200
7,96,5,1704862800
7,17,5,1704866400
7,95,2,1704870000
7,54,5,1704873600
7,47,3,1704877200
7,13,5,1704880800
7,33,5,1704884400
7,48,4,1704888000
7,98,5,1704891600
7,22,4,1704895200
7,67,4,1704898800
7,45,5,1704902400
7,80,4,1704906000
7,29,4,1704909600
7,4,4,1704913200
7,73,5,1704916800
7,31,4,1704920400
7,90,3,1704924000
7,74,5,1704927600
7,30,5,1704931200
7,65,2,1704934800
7,77,3,1704938400
7,1,2,1704942000
7,61,4,1704945600
7,46,4,1704949200
7,57,5,1704952800
7,69,5,1704956400
7,81,4,1704960000
7,35,4,1704963600
7,71,5,1704967200
7,16,4,1704970800
7,87,5,1704974400
7,2,4,1704978000
7,55,2,1704981600
7,83,5,1704985200
7,85,4,1704988800
7,18,5,1704992400
